Canadian Cannabis Clinics,"117 CENTREPOINTE DRIVE, SUITE 124",Clinic,Neapan,Ontario,ca,"45.3429511,-75.7619768",cannabisclinics.ca,By Referral,,,,,
Jima Cannabis,116 - 1900 North Parallel Road,Retail Store,Abbotsford,British Columbia,ca,"49.0370571,-122.2300655",jima.ca,"Hemp Flower, DIY CBD Oil Kit","https://diycbdoil.ca/products/hemp-flower, https://diycbdoil.ca/products/diy-cbd-oil-kit",,,,
Canadian Cannabis Clinics,"112 RIVERSTONE RIDGE, UNIT 209",Clinic,Fort McMurray,Alberta,ca,"56.7589707,-111.43794",cannabisclinics.ca,By Referral,,,,,
Bodystream,112 Queenston Street,Clinic,St. Catharines,Ontario,ca,"43.16335050000001,-79.23335229999999",bodystreammedical.ca,By Referral,,,,,
Cannabinoid Medical Clinic,"112 Main Street, Unit D",Clinic,Sackville,New New Brunswick,ca,"45.89836529999999,-64.3684999",,By Referral,,,,,
National Access Cannabis,1111 Wellington Street West,Clinic,Ottawa,Ontario,ca,"45.4025721,-75.726148",nacmedical.com,By Referral,,,,,
Bodystream,1111 Franklin Blvd,Clinic,Cambridge,Ontario,ca,"43.3992131,-80.3027127",bodystreammedical.ca,By Referral,,,,,
Bodystream,111 Simcoe St N,Clinic,Oshawa,Ontario,ca,"43.90066300000001,-78.8643565",bodystreammedical.ca,By Referral,,,,,
Cannabinoid Medical Clinic,"11010-101 Street, 6th Floor",Clinic,Edmonton,Alberta,ca,"53.5574738,-113.4945235",,By Referral,,,,,
CMClinic,11 Lakeside Terrace,Clinic,Barrie,Ontario,ca,"44.4165858,-79.6718739",canabomedicalclinic.com,By Referral,,,,,
Bodystream,1074 Goyeau St,Clinic,Windsor,Ontario,ca,"42.3083547,-83.0304613",bodystreammedical.ca,By Referral,,,,,
Canadian Cannabis Clinics,"1070 STONECHURCH ROAD EAST, UNIT 26",Clinic,Hamilton,Ontario,ca,"43.1988961,-79.842102",cannabisclinics.ca,By Referral,,,,,
Bodystream,106-121 Dundas Street E,Clinic,Belleville,Ontario,ca,"44.1616467,-77.3752489",bodystreammedical.ca,By Referral,,,,,
Bodystream,105 Main Street of Delhi,Clinic,Delhi,Ontario,ca,"42.8561651,-80.49694769999999",bodystreammedical.ca,By Referral,,,,,
Synergy Health Services,1030 Upper James Street,Clinic,Hamilton,Ontario,ca,"43.2217845,-79.88511369999999",,By Referral,,,,,
Medical Marihuana Access Services,103-225 Canada Avenue,Clinic,Duncan,British Columbia,ca,"48.7787022,-123.7075145",,By Referral,,,,,
Medi-Green Cannabis Clinic,101-130 Sproule Rd,Clinic,Perth,Ontario,ca,"44.9107371,-76.2791994",medi-green.ca,By Referral,,,,,
The Kure Cannabis Society,101- B4- 41290 Lougheed Highway,Clinic,Deroche,British Columbia,ca,"49.2174697,-122.5908521",,By Referral,,,,,
Bodystream,1001 Ridgeway St E,Clinic,Thunder Bay,Ontario,ca,"48.3794336,-89.25151869999999",bodystreammedical.ca,By Referral,,,,,
Trauma Healing Center,"100 Craig Henry, Suite 103",Clinic,Ottawa,Ontario,ca,"45.3324799,-75.7703015",traumahealingcenter.net,By Referral,,,,,
